mode,row_kind,retarded_mode,auxiliary_mode,target,slack
16616,D1,7415,2471,79650091/20000000,724414886985090392044447/124118813025000000000000000000
16619,D2,7427,,169331153/50000000,1230459413287/248237626050000000
16622,D3,7439,4520,64128703/12500000,9323468885016476006176646977/1241188130250000000000000000000000
16625,D1,7451,2483,280865513/25000000,680583777406287312339973/41372937675000000000000000000
16628,D2,7463,,139892349/100000000,1014833638171/496475252100000000
16631,D3,7475,4526,72439737/4000000,131653644079191416853603245461/4964752521000000000000000000000000
16634,D1,7487,2495,146489331/25000000,1065202866012520876503631/124118813025000000000000000000
16637,D2,7499,,201580029/100000000,1463638996891/496475252100000000
16640,D3,7511,4532,274449403/100000000,9984213367150639718350845757/2482376260500000000000000000000000
16643,D1,7523,2507,538214773/100000000,489250128196761274224109/62059406512500000000000000000
16646,D2,7535,,136847507/50000000,995429184853/248237626050000000
16649,D3,7547,4538,941552539/100000000,68471727398031933905990826587/4964752521000000000000000000000000
16652,D1,7559,2519,70472427/10000000,16009054600928563502213/1551485162812500000000000000
16655,D2,7571,,239517021/100000000,579922613353/165491750700000000
16658,D3,7583,4544,136481351/25000000,165528854413411399289804569/20686468837500000000000000000000
16661,D1,7595,2531,865551387/100000000,1572490521626771729968217/124118813025000000000000000000
16664,D2,7607,,100560247/50000000,732194367313/248237626050000000
16667,D3,7619,4550,340277173/100000000,24743407309756003844020407437/4964752521000000000000000000000000
16670,D1,7631,2543,201289779/50000000,27122177157071768086697/4596993075000000000000000000
16673,D2,7643,,23795521/20000000,172566741559/99295050420000000
16676,D3,7655,4556,572376017/25000000,41618549919737302948578077947/1241188130250000000000000000000000
16679,D1,7667,2555,117441461/12500000,189805269633253551376139/13790979225000000000000000000
16682,D2,7679,,55853559/50000000,15042515843/9193986150000000
16685,D3,7691,4562,371641671/25000000,27010367800310174284711758353/1241188130250000000000000000000000
16688,D1,7703,2567,3425973/390625,797005287660263266781183/62059406512500000000000000000
16691,D2,7715,,52006713/10000000,126094775509/16549175070000000
16694,D3,7727,4568,72995943/20000000,5302814047931380653154225109/992950504200000000000000000000000
16697,D1,7739,2579,204798743/50000000,372218896965993223127461/62059406512500000000000000000
16700,D2,7751,,21378673/12500000,51775871789/20686468837500000
16703,D3,7763,4574,620232927/100000000,15022301022039162054763111273/1654917507000000000000000000000000
16706,D1,7775,2591,1332269659/100000000,2420761370128229322637693/124118813025000000000000000000
16709,D2,7787,,120787327/100000000,10856443193/6129324100000000
16712,D3,7799,4580,1951195473/100000000,141887117433396411793990201727/4964752521000000000000000000000000
16715,D1,7811,2603,35629281/6250000,1036097690062856907436123/124118813025000000000000000000
16718,D2,7823,,41832429/20000000,101207565497/33098350140000000
16721,D3,7835,4586,70264667/25000000,1022611997041150954423167329/248237626050000000000000000000000
16724,D1,7847,2615,35509717/10000000,161314218858983443416863/31029703256250000000000000000
16727,D2,7859,,32301359/20000000,234793023961/99295050420000000
16730,D3,7871,4592,1010925629/100000000,73513384734975713155297861481/4964752521000000000000000000000000
16733,D1,7883,2627,497667221/50000000,602827898023955323924057/41372937675000000000000000000
16736,D2,7895,,175568263/100000000,1278063158977/496475252100000000
16739,D3,7907,4598,68463029/12500000,246070238561663424392773287/30646620500000000000000000000000
16742,D1,7919,2639,585690849/100000000,19703393417587095231121/2298496537500000000000000000
16745,D2,7931,,342735069/100000000,2488547141051/496475252100000000
16748,D3,7943,4604,70108287/25000000,10201965585135899507511325859/2482376260500000000000000000000000
16751,D1,7955,2651,335582033/100000000,203289687753432128407807/41372937675000000000000000000
16754,D2,7967,,75222409/50000000,548081556911/248237626050000000
16757,D3,7979,4610,636895509/50000000,30863524948756270942131371021/1654917507000000000000000000000000
16760,D1,7991,2663,791229939/100000000,719124376159045190062357/62059406512500000000000000000
16763,D2,8003,,6367981/5000000,5132952211/2758195845000000
16766,D3,8015,4616,4195765091/100000000,19063649742096555194295077747/310297032562500000000000000000000
16769,D1,8027,2675,770913339/100000000,1400502686855538765592229/124118813025000000000000000000
16772,D2,8039,,254551929/100000000,617057278997/165491750700000000
16775,D3,8051,4622,196687579/25000000,57194469260743840399711623367/4964752521000000000000000000000000
16778,D1,8063,2687,48540353/10000000,882516449304496930310239/124118813025000000000000000000
16781,D2,8075,,5866777/3125000,42599105183/15514851628125000
16784,D3,8087,4628,73087379/12500000,21246955732972792927263775357/2482376260500000000000000000000000
16787,D1,8099,2699,856819541/100000000,51912701281387859745241/4137293767500000000000000000
16790,D2,8111,,78109231/50000000,567279378649/248237626050000000
16793,D3,8123,4634,223618419/25000000,21677435608699963478808483887/1654917507000000000000000000000000
16796,D1,8135,2711,764163029/100000000,1388711778602805767500667/124118813025000000000000000000
16799,D2,8147,,90426639/50000000,219219731027/82745875350000000
16802,D3,8159,4640,269266941/100000000,1633341241387844342509025933/413729376750000000000000000000000
16805,D1,8171,2723,598875273/100000000,1088369152802445833902157/124118813025000000000000000000
16808,D2,8183,,42720779/20000000,310840666141/99295050420000000
16811,D3,8195,4646,862235911/100000000,1045038866886879387658653041/82745875350000000000000000000000
16814,D1,8207,2735,701083989/100000000,1274708937887501614451119/124118813025000000000000000000
16817,D2,8219,,67842959/50000000,493472650361/248237626050000000
16820,D3,8231,4652,37672181/10000000,760887951776098932157024819/137909792250000000000000000000000
16823,D1,8243,2747,109701847/20000000,498150221675719498163903/62059406512500000000000000000
16826,D2,8255,,1234732/390625,996832292/215484050390625
16829,D3,8267,4658,101585101/25000000,9838732949260494294011213839/1654917507000000000000000000000000
16832,D1,8279,2759,481500679/100000000,874720555496131072939109/124118813025000000000000000000
16835,D2,8291,,15077109/12500000,109882858211/62059406512500000
16838,D3,8303,4664,947088029/100000000,17218128252932497180486037221/1241188130250000000000000000000000
16841,D1,8315,2771,4387367/781250,63794293104952632136849/7757425814062500000000000000
16844,D2,8327,,24499579/12500000,177996311341/62059406512500000
16847,D3,8339,4670,759800867/100000000,55229218377170390298513780793/4964752521000000000000000000000000
16850,D1,8351,2783,114122157/25000000,69122359650513569446811/10343234418750000000000000000
16853,D2,8363,,13324001/4000000,96829443479/19859010084000000
16856,D3,8375,4676,587557417/100000000,42705635321835587924034313837/4964752521000000000000000000000000
16859,D1,8387,2795,394732489/100000000,716944320279228378715697/124118813025000000000000000000
16862,D2,8399,,167861831/50000000,1221763074049/248237626050000000
16865,D3,8411,4682,106453127/12500000,6189062601859696304323227893/496475252100000000000000000000000
16868,D1,8423,2807,411736663/50000000,187024463032690159100047/15514851628125000000000000000
16871,D2,8435,,140152349/100000000,1020778178171/496475252100000000
16874,D3,8447,4688,335409857/25000000,1950226736938592045498740423/99295050420000000000000000000000
16877,D1,8459,2819,212466723/50000000,96499389534345925269077/15514851628125000000000000000
16880,D2,8471,,154955509/50000000,1127649411811/248237626050000000
16883,D3,8483,4694,55890759/20000000,10166617646669678613173250209/2482376260500000000000000000000000
16886,D1,8495,2831,353440723/100000000,642296796528115633257749/124118813025000000000000000000
16889,D2,8507,,34977953/12500000,254063830487/62059406512500000
16892,D3,8519,4700,124775819/20000000,45343359621045072610447326197/4964752521000000000000000000000000
16895,D1,8531,2843,492053089/100000000,55901177247925046015237/7757425814062500000000000000
16898,D2,8543,,134779959/50000000,980374473361/248237626050000000
16901,D3,8555,4706,657306617/100000000,47795291011019522274604143101/4964752521000000000000000000000000
16904,D1,8567,2855,699848371/50000000,1884727618666065877999/91939861500000000000000000
16907,D2,8579,,52462107/25000000,381614778253/124118813025000000
16910,D3,8591,4712,93684807/20000000,34095949998469089751945524703/4964752521000000000000000000000000
16913,D1,8603,2867,14877333/4000000,675406686290765988370409/124118813025000000000000000000
16916,D2,8615,,129695611/100000000,313975038223/165491750700000000
16919,D3,8627,4718,1321762971/100000000,32017534099546774412253678457/1654917507000000000000000000000000
16922,D1,8639,2879,29233111/3125000,849739154299092806981287/62059406512500000000000000000
16925,D2,8651,,27019671/25000000,65428719803/41372937675000000
16928,D3,8663,4724,2195877813/100000000,39909122764726194640150655627/1241188130250000000000000000000000
16931,D1,8675,2891,294513997/50000000,267504330353281947400753/31029703256250000000000000000
16934,D2,8687,,455200013/100000000,3307899017227/496475252100000000
16937,D3,8699,4730,78895571/20000000,7175864234734260773542860773/1241188130250000000000000000000000
16940,D1,8711,2903,48986423/12500000,142301931773410690603961/24823762605000000000000000000
16943,D2,8723,,74532041/25000000,542349974639/124118813025000000
16946,D3,8735,4736,80100223/10000000,19394951851989162727143118883/1654917507000000000000000000000000
16949,D1,8747,2915,1048869079/50000000,317707453425190501941829/10343234418750000000000000000
16952,D2,8759,,141362799/100000000,1029689133721/496475252100000000
16955,D3,8771,4742,27304469/2000000,99241298296750021198661662073/4964752521000000000000000000000000
16958,D1,8783,2927,85987621/25000000,34723877854430232975599/6895489612500000000000000000
16961,D2,8795,,222072783/100000000,1613155264057/496475252100000000
16964,D3,8807,4748,175289523/50000000,1274627519381762982726895631/248237626050000000000000000000000
16967,D1,8819,2939,211286821/50000000,95932966849511053664159/15514851628125000000000000000
16970,D2,8831,,149716477/100000000,1088979011483/496475252100000000
16973,D3,8843,4754,1291807869/100000000,93878723326349613961802641337/4964752521000000000000000000000000
16976,D1,8855,2951,601387481/100000000,36446609110928076056087/4137293767500000000000000000
16979,D2,8867,,62473271/50000000,453507633809/248237626050000000
16982,D3,8879,4760,140615541/20000000,17043500439195415213187927029/1654917507000000000000000000000000
16985,D1,8891,2963,694341617/100000000,140235157711174416652967/13790979225000000000000000000
16988,D2,8903,,361666363/100000000,32451047517/6129324100000000
16991,D3,8915,4766,204297657/50000000,29685391964924459786022474683/4964752521000000000000000000000000
16994,D1,8927,2975,96309851/25000000,43717151336345377696529/7757425814062500000000000000
16997,D2,8939,,160700907/100000000,1168444763453/496475252100000000
17000,D3,8951,4772,989547727/100000000,71967303923137350854745169423/4964752521000000000000000000000000
17003,D1,8963,2987,1080799753/100000000,654743169485405297663651/41372937675000000000000000000
17006,D2,8975,,37994901/20000000,275955104579/99295050420000000
17009,D3,8987,4778,6267134/390625,23330802158934902769466156457/992950504200000000000000000000000
17012,D1,8999,2999,624163741/100000000,1134250300735177299667883/124118813025000000000000000000
17015,D2,9011,,61763153/12500000,448638341287/62059406512500000
17018,D3,9023,4784,1044322819/100000000,5061517361656586313301721057/330983501400000000000000000000000
17021,D1,9035,3011,393306133/100000000,715286982662508829646161/124118813025000000000000000000
17024,D2,9047,,239009437/100000000,1736711459323/496475252100000000
17027,D3,9059,4790,480815293/50000000,5830017379440287234686991303/413729376750000000000000000000000
17030,D1,9071,3023,1214852833/100000000,551947021113387794501057/31029703256250000000000000000
17033,D2,9083,,132377557/100000000,961360428803/496475252100000000
17036,D3,9095,4796,618922769/50000000,15005254535694220311203988121/827458753500000000000000000000000
17039,D1,9107,3035,48308133/12500000,23405229898189742646677/4137293767500000000000000000
17042,D2,9119,,13008143/6250000,10505246833/3447744806250000
17045,D3,9131,4802,32451749/12500000,3150714080041177507144500937/827458753500000000000000000000000
17048,D1,9143,3047,18933123/2500000,17196555854014027929437/1551485162812500000000000000
17051,D2,9155,,112512467/50000000,818617820693/248237626050000000
17054,D3,9167,4808,598376691/100000000,4835006445682564968810090329/551639169000000000000000000000000
17057,D1,9179,3059,695680163/100000000,421517812976560864222423/41372937675000000000000000000
17060,D2,9191,,63989101/50000000,465493726379/248237626050000000
17063,D3,9203,4814,578608581/100000000,4675425642826713439450319831/551639169000000000000000000000000
17066,D1,9215,3071,948989221/100000000,1724876242021214992022269/124118813025000000000000000000
17069,D2,9227,,814643301/100000000,5920044488179/496475252100000000
17072,D3,9239,4820,293633803/100000000,10670156806606530898662786197/2482376260500000000000000000000000
